,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
284,0.4588,2017-09-17 23:05:02+00:00,0.0,0.87,0.13,CBSNews,It's almost time for TV's biggest night. Here's how to watch the 69th annual Emmy Awards online and on TV… https://t.co/tnFxyA2mUu,85
285,0.8402,2017-09-17 22:45:24+00:00,0.0,0.654,0.346,CBSNews,Hundreds of lives will be saved thanks to a Texas pizzeria that offered free slices for blood donations during a dr… https://t.co/aG5e0f42KL,86
286,0.3612,2017-09-17 22:42:28+00:00,0.0,0.857,0.143,CBSNews,"Patriots quarterback Tom Brady says Colin Kaepernick deserves a spot on an NFL roster, admires him… https://t.co/YoIMxE7yzg",87
287,-0.296,2017-09-17 22:00:39+00:00,0.144,0.769,0.087,CBSNews,"Four American college students ""appear to be fine"" after being attacked with acid at a Marseille train station… https://t.co/tWNrKyHtDm",88
288,0.0,2017-09-17 21:20:01+00:00,0.0,1.0,0.0,CBSNews,Why a Facebook warrant could signal a turning point in Mueller's probe into Russian meddling in the 2016 election… https://t.co/2KnMRKw1Sq,89
289,0.6249,2017-09-17 21:00:06+00:00,0.0,0.785,0.215,CBSNews,"Tonight, @60Minutes interviews one of the great writers of our time, John le Carré. https://t.co/kChLTHSPyf https://t.co/Fi7I8gRf1Z",90
290,-0.2732,2017-09-17 20:40:02+00:00,0.1,0.9,0.0,CBSNews,"U.S. ambassador to the UN Haley warned that N. Korea would be ""destroyed"" if it continued its nuclear provocations… https://t.co/MHpopUsutl",91
291,0.0,2017-09-17 20:11:39+00:00,0.0,1.0,0.0,CBSNews,"Pres. Trump apparently referred to North Korea leader Kim Jong Un as ""Rocket Man"" during a series of tweets Sunday… https://t.co/fQ0K41hobt",92
292,0.25,2017-09-17 19:41:02+00:00,0.0,0.895,0.105,CBSNews,Tennis legend @BillieJeanKing on 1973 “Battle of the Sexes” match turned film and her vision for equality… https://t.co/b2uHWmpuUh,93
293,-0.7717,2017-09-17 19:20:01+00:00,0.295,0.705,0.0,CBSNews,Directors of a new documentary series on the Vietnam War said the public's distrust in political leadership evolved… https://t.co/lJdXzEnBER,94
294,-0.5423,2017-09-17 19:00:08+00:00,0.179,0.821,0.0,CBSNews,Icon @Madonna opens a desperately-needed children's hospital in one of the poorest nations on earth via @CBSSunday… https://t.co/zmgXSaMToA,95
295,0.0,2017-09-17 18:25:01+00:00,0.0,1.0,0.0,CBSNews,"Secretary of State Tillerson says Pres. Trump is open to staying in Paris climate accord under ""right conditions""… https://t.co/TcTvanvDT7",96
296,0.2665,2017-09-17 18:05:01+00:00,0.075,0.8,0.125,CBSNews,"Sen. McCain tells @FaceTheNation N. Korea is ""probably one of the most serious"" national security crises we've face… https://t.co/HUGbIl4sHU",97
297,0.4939,2017-09-17 17:45:07+00:00,0.0,0.842,0.158,CBSNews,"Tropical Storm Maria is likely to hit the Leeward Islands as a strengthening hurricane on Tuesday, forecasters say… https://t.co/0wkVTo9tNR",98
298,-0.4215,2017-09-17 17:20:40+00:00,0.128,0.872,0.0,CBSNews,"Secretary of State Rex Tillerson says military option will be ""only one left"" if diplomacy fails on North Korea… https://t.co/rJyam1hR3G",99
299,0.6908,2017-09-17 17:00:08+00:00,0.0,0.737,0.263,CBSNews,"Apple vs. Samsung, which new smart phone is the smarter buy? Yahoo Finance’s @Pogue compares via @CBSSunday… https://t.co/ERHTlXpEGP",100
300,0.0,2017-09-18 13:00:07+00:00,0.0,1.0,0.0,nytimes,Last week the California Legislature passed 15 housing bills in an attempt to tame the state's cost of living https://t.co/EF6t7PwQT4,1
301,0.0,2017-09-18 12:50:04+00:00,0.0,1.0,0.0,nytimes,Rolling Stone is going up for sale https://t.co/XouenRPiU2,2
302,-0.5975,2017-09-18 12:37:03+00:00,0.308,0.692,0.0,nytimes,Some Emmy viewers were not interested in laughing along with Sean Spicer https://t.co/gf3Qfl1gi6,3
303,0.0258,2017-09-18 12:24:03+00:00,0.2,0.593,0.207,nytimes,"The United Nations explained: Its purpose, power and problems https://t.co/83aFIF9wtI",4
304,0.0387,2017-09-18 12:14:06+00:00,0.138,0.716,0.146,nytimes,"Opinion: ""In Trump's eyes, Barack Obama wasn't simply a bad president, he was illegitimate and inferior"" https://t.co/8MbA5Vtmh1",5
305,0.0,2017-09-18 12:00:13+00:00,0.0,1.0,0.0,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/eEvk7Ju6gN https://t.co/1AvvbaJKtR,6
306,0.6369,2017-09-18 11:52:05+00:00,0.0,0.682,0.318,nytimes,Which of these countries has the best health system? https://t.co/P23gIFPHR7,7
307,0.0,2017-09-18 11:41:04+00:00,0.0,1.0,0.0,nytimes,The Emmys figured out how to handle Trump https://t.co/Sbzj8S0XQc,8
308,-0.5719,2017-09-18 11:30:11+00:00,0.241,0.675,0.084,nytimes,Hundreds of people protested in St. Louis after a former police officer who fatally shot a black man was acquitted https://t.co/9o0qEYvW3B,9
309,0.0,2017-09-18 11:20:08+00:00,0.0,1.0,0.0,nytimes,Facebook knows more about Russia's election meddling. Shouldn’t we? https://t.co/lN6iFCNkZQ,10
310,0.4939,2017-09-18 11:11:06+00:00,0.0,0.769,0.231,nytimes,President Trump's legal team is wrestling with how much to cooperate with the special counsel https://t.co/tKwBylaNVa,11
311,0.0,2017-09-18 11:00:15+00:00,0.0,1.0,0.0,nytimes,A transcript of Stephen Colbert's Emmys opening monologue https://t.co/LJ2CiAcbQ8,12
312,0.0,2017-09-18 10:53:02+00:00,0.0,1.0,0.0,nytimes,The impossible bind of sheriffs navigating Trump's immigration crackdown https://t.co/4QZ2KFd2Xb,13
313,-0.6705,2017-09-18 10:45:05+00:00,0.277,0.723,0.0,nytimes,"Despite warnings, there is no evidence that Washington ever moved with urgency to cut off N.Korea's access to a fuel https://t.co/cYfjCrhekn",14
314,0.0,2017-09-18 10:30:05+00:00,0.0,1.0,0.0,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/BjGTKcBpM4 https://t.co/T5xG1bl05Q,15
315,-0.2023,2017-09-18 10:15:10+00:00,0.153,0.847,0.0,nytimes,Some accuse Italy of paying off Libya's most rapacious warlords https://t.co/0I9QupW8qe,16
316,0.0,2017-09-18 10:00:18+00:00,0.0,1.0,0.0,nytimes,The radicalization of a new generation of Rohingya adds fuel to an already combustible situation in Myanmar https://t.co/TpgKcGDjrz,17
317,0.5719,2017-09-18 09:45:09+00:00,0.0,0.844,0.156,nytimes,RT @nytimesworld: Pakistan's former prime minister was thrown out seven weeks ago. His wife won his assembly seat on Sunday. https://t.co/d…,18
318,0.0,2017-09-18 09:30:05+00:00,0.0,1.0,0.0,nytimes,"President Trump, Emmy punching bag https://t.co/0ZhyqQ8QgN",19
319,-0.6486,2017-09-18 09:15:05+00:00,0.249,0.751,0.0,nytimes,"A location scout for the Netflix series ""Narcos"" was found shot dead in Mexico https://t.co/yCP6MkTXYK",20
320,-0.5975,2017-09-18 08:59:05+00:00,0.308,0.692,0.0,nytimes,Some Emmy viewers were not interested in laughing along with Sean Spicer https://t.co/WWrshUHeWy,21
321,-0.4588,2017-09-18 08:45:09+00:00,0.167,0.833,0.0,nytimes,Four American college students were attacked with acid by a woman at a train station in Marseille https://t.co/bsRYsGSyfc,22
322,-0.6486,2017-09-18 08:30:15+00:00,0.306,0.694,0.0,nytimes,"After 50 years, Rolling Stone is bowing to the pressures of a troubled industry https://t.co/tCPQqD99Uu",23
323,0.0,2017-09-18 08:15:05+00:00,0.0,1.0,0.0,nytimes,Opinion: What punk rock meant to Communist Yugoslavia https://t.co/ZfwthHMoYg,24
324,0.128,2017-09-18 07:55:02+00:00,0.0,0.927,0.073,nytimes,"Maria is now officially a hurricane, and the feeling in the Caribbean can be summed up with one word: Again? https://t.co/LtqBlSa4Um",25
325,-0.2023,2017-09-18 07:40:07+00:00,0.097,0.84,0.063,nytimes,RT @peterbakernyt: Inside the tension in the White House legal team over how to respond to Mueller requests for documents. @kenvogel https:…,26
326,0.0,2017-09-18 07:25:02+00:00,0.0,1.0,0.0,nytimes,"Not long ago, he was a scrawny junior high school dropout. Now he is one of China’s best-known live-streaming stars. https://t.co/nO6KWQed0K",27
327,-0.5213,2017-09-18 07:11:32+00:00,0.179,0.821,0.0,nytimes,RT @nytimesbusiness: “We’re here. We’re working. We exist. The problem is the organization not making the adequate effort to include us” ht…,28
328,0.0,2017-09-18 06:55:07+00:00,0.0,1.0,0.0,nytimes,A rare white giraffe and her pale baby calf were spotted in Kenya and captured on video https://t.co/A2qs1mJ36N,29
329,-0.2023,2017-09-18 06:40:09+00:00,0.076,0.924,0.0,nytimes,Is Italy paying off Libyan warlords to stall the flow of migrants to its shores? It would not be the first time. https://t.co/clDTPsB3jg,30
330,0.0,2017-09-18 06:22:04+00:00,0.0,1.0,0.0,nytimes,RT @nytopinion: Tony Blair and Nigel Farage are facing off as nemeses over where Britain will go next https://t.co/pRqmWZOwzo,31
331,0.0,2017-09-18 06:10:04+00:00,0.0,1.0,0.0,nytimes,"Nikki Haley says Trump will make ""quite an impact"" at the U.N. this week. But what impact has she had on him? https://t.co/wHKyISdyXl",32
332,-0.25,2017-09-18 05:55:04+00:00,0.111,0.889,0.0,nytimes,"“S.N.L.,” with 9 Emmys, symbolized the mood of quiet protest and benefited from the unquiet political situation https://t.co/3s6LDRjYqX",33
333,0.3818,2017-09-18 05:45:05+00:00,0.0,0.88,0.12,nytimes,RT @paulmozur: Facebook as a geopolitical actor. Our look at how it has developed a diplomatic wing to foster growth overseas. https://t.co…,34
334,0.0,2017-09-18 05:35:02+00:00,0.0,1.0,0.0,nytimes,The radicalization of a new generation of Rohingya Muslims adds fuel to an already combustible situation in Myanmar https://t.co/MfwhEVPxhO,35
335,0.4019,2017-09-18 05:20:05+00:00,0.0,0.87,0.13,nytimes,Prime Minister Shinzo Abe in @nytopinion: I firmly support the U.S. position that all options are on the table https://t.co/GOjrD9DQDU,36
336,0.7269,2017-09-18 05:10:07+00:00,0.0,0.567,0.433,nytimes,A complete list of winners of the 2017 Emmy Awards https://t.co/PZHCI65jVu,37
337,-0.6908,2017-09-18 04:56:39+00:00,0.32,0.68,0.0,nytimes,"Police: “For now, nothing suggests that this was a terrorist attack” https://t.co/gZzwEAugOs",38
338,0.0,2017-09-18 04:40:04+00:00,0.0,1.0,0.0,nytimes,"A full transcript of Stephen Colbert’s Emmys monologue, which featured swipe after swipe against President Trump https://t.co/JsIFshvc0F",39
339,0.0,2017-09-18 04:29:56+00:00,0.0,1.0,0.0,nytimes,Jann Wenner is ending his half-century reign over Rolling Stone — the magazine is going up for sale https://t.co/GA3Svr0WEm,40
340,0.0,2017-09-18 04:25:05+00:00,0.0,1.0,0.0,nytimes,50 years of Rolling Stone https://t.co/gokdahLa7d,41
341,0.4588,2017-09-18 04:10:03+00:00,0.0,0.812,0.188,nytimes,"A transcript of Lena Waithe's moving Emmy acceptance speech for ""Master of None"" https://t.co/MXnKWPTjQn https://t.co/H43II8FiLU",42
342,0.0,2017-09-18 03:55:02+00:00,0.0,1.0,0.0,nytimes,Photos from the Emmys red carpet https://t.co/avJnCllM14,43
343,-0.6486,2017-09-18 03:30:55+00:00,0.212,0.788,0.0,nytimes,"Carlos Muñoz Portal, a location scout for the Netflix series “Narcos,” was found shot dead in Mexico https://t.co/UkmgHCYoPD",44
344,-0.4201,2017-09-18 03:16:04+00:00,0.212,0.644,0.144,nytimes,"Donald Glover, in Emmy speech: ""I want to thank Trump for making black people No. 1 on the most oppressed list"" https://t.co/vUysmOtFEL",45
345,0.9601,2017-09-18 03:07:30+00:00,0.0,0.45,0.55,nytimes,“The Handmaid’s Tale” won best drama and “Veep” won best comedy at an Emmys that was dominated by politics https://t.co/9Ehup4QBFh,46
346,0.7269,2017-09-18 03:04:11+00:00,0.0,0.567,0.433,nytimes,A complete list of winners of the 2017 Emmy Awards https://t.co/8xjZEneuvV,47
347,0.0,2017-09-18 03:02:31+00:00,0.0,1.0,0.0,nytimes,"Margaret Atwood, on what ""The Handmaid's Tale"" means in the age of Trump https://t.co/ydrW9nEu13 via @nytimesbooks",48
348,0.836,2017-09-18 02:59:38+00:00,0.0,0.559,0.441,nytimes,"""The Handmaid's Tale"" just won the Emmy for best drama series https://t.co/NP8Qqn84zE",49
349,0.0,2017-09-18 02:56:03+00:00,0.0,1.0,0.0,nytimes,"Elisabeth Moss, on ""The Handmaid's Tale"": ""We never knew that it was going to be this relevant"" https://t.co/pXKmtU99zt",50
350,0.0,2017-09-18 02:52:49+00:00,0.0,1.0,0.0,nytimes,How Sterling K. Brown finally got a seat at the Emmy table https://t.co/omDgjAIcKy,51
351,0.836,2017-09-18 02:52:19+00:00,0.0,0.622,0.378,nytimes,"Sterling K. Brown wins best lead actor in a drama series for ""This Is Us"" https://t.co/jK1cVwJvT1",52
352,0.7096,2017-09-18 02:51:35+00:00,0.0,0.576,0.424,nytimes,"Okay, but is heaven a place on earth, or...? https://t.co/71tprYzKJ7 https://t.co/2QEMvULJl3",53
353,0.0,2017-09-18 02:44:17+00:00,0.0,1.0,0.0,nytimes,"Southern mothers. Brown lipstick. Red Vines. ""Big Little Lies."" https://t.co/xV6zqQP75A",54
354,0.4588,2017-09-18 02:41:43+00:00,0.0,0.833,0.167,nytimes,"Though he wasn’t in the building, President Trump had a large presence at the Emmy Awards https://t.co/md4adrASKy",55
355,0.4019,2017-09-18 02:35:17+00:00,0.0,0.802,0.198,nytimes,"With ""Big Little Lies,"" Nicole Kidman helped ensure that complicated stories about women reach the screen https://t.co/q0p2fBCgC4",56
356,0.3182,2017-09-18 02:32:51+00:00,0.13,0.728,0.142,nytimes,"Riz Ahmed just won an Emmy for ""The Night Of."" But he had no plans to leave a budding rap career behind. https://t.co/82t6DGmR5x",57
357,-0.0516,2017-09-18 02:26:31+00:00,0.066,0.934,0.0,nytimes,"""In seriousness, I have to wonder if there is some Trump-motivated voting going on""
—@poniewozik on the Emmys: https://t.co/xQI5vjARa9",58
358,0.5859,2017-09-18 02:20:16+00:00,0.0,0.787,0.213,nytimes,"Julia Louis-Dreyfus just set a record with her Emmy win for her role in ""Veep"" https://t.co/QxaLn1XiBQ",59
359,-0.8126,2017-09-18 02:19:39+00:00,0.375,0.625,0.0,nytimes,An angry confrontation. Fears of recordings. Trump’s lawyers are clashing over cooperating with the Russia inquiry. https://t.co/BMySEN0PV7,60
360,0.7351,2017-09-18 02:15:23+00:00,0.0,0.64,0.36,nytimes,"Donald Glover wins the Emmy for lead actor in a comedy for ""Atlanta"" https://t.co/R1mb0b8fWs",61
361,0.4767,2017-09-18 02:10:04+00:00,0.0,0.693,0.307,nytimes,A running list of winners of the Emmys https://t.co/PjbpgEzefS,62
362,0.4588,2017-09-18 02:02:24+00:00,0.0,0.824,0.176,nytimes,"A transcript of Lena Waithe's acceptance speech for the Thanksgiving episode of ""Master of None"" https://t.co/5WuM1GvleW",63
363,0.5719,2017-09-18 01:48:14+00:00,0.0,0.821,0.179,nytimes,"Reed Morano, who just won an Emmy for directing ""The Handmaid's Tale,"" on directing ""The Handmaid's Tale"" https://t.co/d0fna5sufF",64
364,0.7713,2017-09-18 01:36:32+00:00,0.0,0.74,0.26,nytimes,"What you should read about the most interesting episodes of ""Master of None,"" including the one that won an Emmy https://t.co/9pGraBamMU",65
365,0.0,2017-09-18 01:35:06+00:00,0.0,1.0,0.0,nytimes,"A full transcript of Stephen Colbert’s Emmys monologue, which featured swipe after swipe against President Trump https://t.co/1a5rmoESvO",66
366,0.0,2017-09-18 01:31:14+00:00,0.0,1.0,0.0,nytimes,From 2015: Ann Dowd is having a moment. That moment has taken its time arriving. https://t.co/rMp7WEIore,67
367,0.4939,2017-09-18 01:21:04+00:00,0.0,0.769,0.231,nytimes,President Trump’s legal team is wrestling with how much to cooperate with the special counsel https://t.co/nOu9fYXSYu,68
368,0.6037,2017-09-18 01:20:23+00:00,0.0,0.785,0.215,nytimes,"RT @kenvogel: SCOOP: Don McGahn scolded Ty Cobb for discussing Russia investigation at DC steakhouse, where @nytimes overheard it. https://…",69
369,0.4767,2017-09-18 01:13:33+00:00,0.0,0.829,0.171,nytimes,"A running list of winners of the Emmys, which is all of us, because Dolly Parton https://t.co/uxAX75KcVH",70
370,0.0,2017-09-18 01:12:12+00:00,0.0,1.0,0.0,nytimes,"The NYT review of ""Big Little Lies,"" which just picked up 2 Emmys https://t.co/W4XcPCsFPW",71
371,0.6705,2017-09-18 00:56:57+00:00,0.0,0.766,0.234,nytimes,"Alec Baldwin, who just won an Emmy for playing Trump: ""At long last, Mr. President, here is your Emmy"" https://t.co/PBt3aZA8oA",72
372,0.3182,2017-09-18 00:53:23+00:00,0.0,0.874,0.126,nytimes,"The “Handmaid’s Tale,” starring Elisabeth Moss and based on Margaret Atwood’s dystopian novel, arrived with a jolt https://t.co/rD3i0myc36",73
373,0.34,2017-09-18 00:49:45+00:00,0.0,0.862,0.138,nytimes,Stephen Colbert sang. He lampooned celebrities. And then he shared the stage with Sean Spicer. https://t.co/wOpNjAcea7,74
374,0.0,2017-09-18 00:42:02+00:00,0.0,1.0,0.0,nytimes,"Southern mothers. Brown lipstick. Red Vines. ""Big Little Lies."" https://t.co/7wd87uhYkR",75
375,0.4767,2017-09-18 00:35:06+00:00,0.0,0.693,0.307,nytimes,A running list of winners of the Emmys https://t.co/NNAVTBK03A,76
376,0.0,2017-09-18 00:27:43+00:00,0.165,0.67,0.165,nytimes,"Kate McKinnon, who just won her second Emmy, prides herself on being ""tragically uncool."" From 2016:… https://t.co/IzoooF4u5y",77
377,0.5434,2017-09-18 00:23:45+00:00,0.0,0.756,0.244,nytimes,"Sean Spicer, on Melissa McCarthy's impression of him: ""I thought that was kind of funny"" https://t.co/14rXPW1gvV",78
378,0.765,2017-09-18 00:19:50+00:00,0.0,0.708,0.292,nytimes,"John Lithgow won the Emmy for supporting actor in a drama for his role in ""The Crown"" https://t.co/R1QShOO4TZ https://t.co/R1QShOO4TZ",79
379,0.0,2017-09-18 00:12:32+00:00,0.0,1.0,0.0,nytimes,RT @melbournecoal: Jann Wenner is ending his half-century reign over Rolling Stone — the magazine is going up for sale https://t.co/5evGGzY…,80
380,0.3612,2017-09-18 00:07:53+00:00,0.0,0.872,0.128,nytimes,"Stephen Colbert, to Trump: ""Hello, sir, thank you for joining us. Looking forward to the tweets."" https://t.co/RXZlHrw5Fc #Emmys",81
381,0.0,2017-09-18 00:03:32+00:00,0.0,1.0,0.0,nytimes,"""First 'Confederate' reference. Drink!"" —@poniewozik on this Emmys opener: https://t.co/p6dM5Hu5zh",82
382,0.6696,2017-09-17 23:55:05+00:00,0.0,0.744,0.256,nytimes,"The Emmy Awards are about to begin! Join @gilbertcruz, @margeincharge and @poniewozik  for live updates &amp; analysis. https://t.co/PApOpTB0X7",83
383,0.4588,2017-09-17 23:35:43+00:00,0.0,0.842,0.158,nytimes,"See what the stars are wearing at tonight's Emmy Awards, and follow @NYTFashion for the latest… https://t.co/xL081t82cF",84
384,0.0,2017-09-17 23:13:00+00:00,0.0,1.0,0.0,nytimes,"RT @NYTFashion: Aw, it's the @Stranger_Things crew #Emmys https://t.co/uTmaH83V6N https://t.co/bCTjs4PhJ9",85
385,-0.0183,2017-09-17 23:10:58+00:00,0.164,0.675,0.161,nytimes,How Russia built one of the most powerful information weapons of the 21st century https://t.co/S1snwUcZeL,86
386,0.4588,2017-09-17 23:05:50+00:00,0.0,0.833,0.167,nytimes,RT @nytimesarts: The Emmy Awards are in an hour. Here is what to watch for. https://t.co/cO7bNEIyiM,87
387,0.0,2017-09-17 22:52:05+00:00,0.0,1.0,0.0,nytimes,"RT @NYTFashion: ""Vera Wang made this dress just for me."" — @IssaRae https://t.co/n51jbmjNrP https://t.co/y7vN1be3PX",88
388,0.0,2017-09-17 22:38:40+00:00,0.0,1.0,0.0,nytimes,RT @NYTFashion: See what the stars are wearing at tonight's #Emmys https://t.co/4d9VMX0VaZ,89
389,0.0,2017-09-17 22:32:49+00:00,0.0,1.0,0.0,nytimes,Photos from the Emmys red carpet https://t.co/uCxELBuHar,90
390,0.4215,2017-09-17 22:28:47+00:00,0.052,0.769,0.179,nytimes,"Serious work awaits the president, but on Sunday the temptation to share a fan’s GIF was too much to resist https://t.co/hOitPoX89D",91
391,0.0,2017-09-17 22:12:04+00:00,0.0,1.0,0.0,nytimes,The Emmys are tonight. Here's what we'll be watching for. https://t.co/6g5hn0UbTM,92
392,0.0,2017-09-17 22:05:10+00:00,0.0,1.0,0.0,nytimes,Knife-Throwing as a Sport: Who Would Have Thunk It? https://t.co/T48BPNw9Vo,93
393,-0.34,2017-09-17 22:00:19+00:00,0.13,0.87,0.0,nytimes,"A lifeguard unskilled at sign language gave crucial evacuation orders to deaf Floridians, warning of ""bear monster"" https://t.co/fdirf7CgRZ",94
394,-0.6705,2017-09-17 21:52:03+00:00,0.277,0.723,0.0,nytimes,"Despite warnings, there is no evidence that Washington ever moved with urgency to cut off N.Korea's access to a fuel https://t.co/9pS6IEDaHr",95
395,0.1655,2017-09-17 21:45:07+00:00,0.0,0.887,0.113,nytimes,.@ManohlaDargis on Harry Dean Stanton: a symbol of cool but also of screen authenticity https://t.co/uGpKA3CS0g,96
396,0.0,2017-09-17 21:30:13+00:00,0.0,1.0,0.0,nytimes,"Colleges, even with affirmative action, can’t seem to enroll freshman classes as diverse as the national population https://t.co/TdUuw6NWv5",97
397,0.0,2017-09-17 21:15:12+00:00,0.0,1.0,0.0,nytimes,"A small industry of food vendors caters to the thousands of commuters from Tijuana, Mexico, into the U.S. #Daily360… https://t.co/z6duIyRtXE",98
398,-0.296,2017-09-17 21:00:13+00:00,0.095,0.905,0.0,nytimes,An NYT reader's reaction to the case of a baker who refused to use his skills to make a cake for a same-sex wedding… https://t.co/92nZWoMD2E,99
399,0.1531,2017-09-17 20:45:05+00:00,0.0,0.897,0.103,nytimes,"With climate change warming the waters, is jellyfish the new chicken of the sea?
 https://t.co/VIZtKvxRvH",100
400,0.1027,2017-09-18 12:54:16+00:00,0.096,0.792,0.113,FoxNews,"Sabine Durden: ""I will stand with my president. I fought for him, I elected him. There are things I wish we would b… https://t.co/E3J7ugVjpC",1
401,-0.7152,2017-09-18 12:47:12+00:00,0.374,0.626,0.0,FoxNews,JUST IN: 2 More Navy Officers Fired Over Deadly Naval Ship Collisions https://t.co/R9vbHKTcMt,2
402,0.25,2017-09-18 12:38:01+00:00,0.0,0.889,0.111,FoxNews,".@newtgingrich: ""[@POTUS's] vision of sovereignty and of America as a unique nation is legitimate and doesn't threa… https://t.co/TdLMNk9XkI",3
403,0.1779,2017-09-18 12:33:15+00:00,0.0,0.841,0.159,FoxNews,.@sendavidperdue Wants Tougher Immigration Language in Any DACA Deal https://t.co/oUXsFYBJ73,4
404,0.7269,2017-09-18 12:12:03+00:00,0.0,0.724,0.276,FoxNews,".@MarkSteynOnline on the #Emmys: ""When everything is political... you can't even have the small shared pleasure of… https://t.co/ywD49VoY6u",5
405,-0.4939,2017-09-18 12:00:56+00:00,0.151,0.849,0.0,FoxNews,A @usairforce B-1B bomber drops a bomb as it flies over the Korean Peninsula during joint drills with South Korea. https://t.co/umRbreqlES,6
406,0.3612,2017-09-18 11:38:12+00:00,0.0,0.857,0.143,FoxNews,".@KellyannePolls on @POTUS's speech to UNGA: ""President Trump will be promoting peace... sovereignty and accountabi… https://t.co/EpJNUkN1Go",7
407,0.0,2017-09-18 11:29:07+00:00,0.0,1.0,0.0,FoxNews,".@WatchChad: The #Emmys are ""pulling families together, because people are turning their TVs off."" https://t.co/175eZQNTQr",8
408,0.0,2017-09-18 11:26:18+00:00,0.0,1.0,0.0,FoxNews,"Biblical prophecy claims the world will end on Sept. 23, Christian numerologists claim https://t.co/WY6nSsiDIF",9
409,-0.5423,2017-09-18 11:18:11+00:00,0.171,0.829,0.0,FoxNews,NY Times reporter slammed after saying boy mowing White House lawn sends bad signal on child labor https://t.co/HBumslXDIe,10
410,0.8555,2017-09-18 11:13:54+00:00,0.0,0.539,0.461,FoxNews,Last night Kate McKinnon thanked @HillaryClinton during her #Emmy Award acceptance speech. https://t.co/U17MSWEJFR https://t.co/pFXv0BEKsb,11
411,0.0,2017-09-18 11:01:12+00:00,0.0,1.0,0.0,FoxNews,"On this day in 1793, George Washington laid the cornerstone to the US Capitol building. The building would take nea… https://t.co/RvZep3jDZa",12
412,0.0,2017-09-18 10:51:31+00:00,0.0,1.0,0.0,FoxNews,".@sendavidperdue: ""[@POTUS] said, 'we're going to build a wall.' We will build that wall."" https://t.co/H5YfviJV9t",13
413,0.0,2017-09-18 10:48:05+00:00,0.0,1.0,0.0,FoxNews,The RAISE Act https://t.co/3pDozYBtMH,14
414,-0.6124,2017-09-18 10:38:42+00:00,0.174,0.826,0.0,FoxNews,"Kent Haeffner Harvard Junior: Chelsea Manning is ""a convicted felon who has betrayed our country and that's what th… https://t.co/EQnvO5HzNs",15
415,0.0,2017-09-18 10:11:25+00:00,0.0,1.0,0.0,FoxNews,Former press secretary @seanspicer makes cameo appearance at the #Emmys https://t.co/U17MSWWl4r https://t.co/qkJZhFT38C,16
416,0.4019,2017-09-18 09:57:06+00:00,0.0,0.876,0.124,FoxNews,Members of the @Jaguars help Hurricane Irma first responders hold the American flag during the singing of the natio… https://t.co/AJ7SjPigSI,17
417,0.9224,2017-09-18 09:52:03+00:00,0.0,0.62,0.38,FoxNews,".@NateBoyer37: ""It is a free country but at the end of the day it's free because of who laid down that great sacrif… https://t.co/gGvfLwOMQu",18
418,0.0,2017-09-18 09:46:37+00:00,0.0,1.0,0.0,FoxNews,"This photo shows the moment just before sunrise from a campsite on the Appalachian Trail in Beans Purchase, N.H. https://t.co/jVZIXwHlJV",19
419,0.4588,2017-09-18 09:43:08+00:00,0.0,0.7,0.3,FoxNews,Tropical Storm Maria strengthens into hurricane https://t.co/ok1KbXD2Ip https://t.co/0hdSBiGilW,20
420,0.0,2017-09-18 09:35:16+00:00,0.0,1.0,0.0,FoxNews,Trump to speak at U.N. General Assembly on Tuesday https://t.co/zayTn8BreA,21
421,-0.6124,2017-09-18 09:30:08+00:00,0.333,0.667,0.0,FoxNews,80 arrested in St. Louis protests over police officer’s acquittal https://t.co/AsK7IOxWJ6 https://t.co/1MyTR0TtIG,22
422,-0.0834,2017-09-18 09:12:34+00:00,0.173,0.671,0.155,FoxNews,"Acid attack on 4 US students not seen as terror act, France says https://t.co/XecBzQjWZk https://t.co/cwIuPlKT8j",23
423,-0.6124,2017-09-18 09:08:58+00:00,0.357,0.643,0.0,FoxNews,80 arrested in St. Louis protests over police officer’s acquittal https://t.co/AsK7IOxWJ6,24
424,-0.34,2017-09-18 08:25:43+00:00,0.194,0.806,0.0,FoxNews,Sign language interpreter reportedly issued ‘pizza’ warning During Irma update https://t.co/VxI0r5OzlQ,25
425,0.0,2017-09-18 07:48:52+00:00,0.0,1.0,0.0,FoxNews,Chelsea Manning Tells Audience: I Am Not an ‘American Traitor’ https://t.co/X9xxDloy1l,26
426,-0.4215,2017-09-18 07:00:01+00:00,0.189,0.811,0.0,FoxNews,Woman fakes seizure during robbery attempt; learned move from ‘Law &amp; Order’ https://t.co/rR8GvUmrAV,27
427,0.0,2017-09-18 06:30:01+00:00,0.0,1.0,0.0,FoxNews,Russia and China Notably Absent at UN Reform Powwow https://t.co/8SwQI2kpbx,28
428,-0.0834,2017-09-18 05:58:32+00:00,0.184,0.652,0.164,FoxNews,"Acid attack on 4 US students not seen as terror act, France says https://t.co/XecBzQBxQS",29
429,-0.6486,2017-09-18 05:30:00+00:00,0.323,0.677,0.0,FoxNews,Georgia Tech student shot dead by police on campus https://t.co/mzFGpxSBlg,30
