,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
138,0.5719,2017-09-17 23:41:08+00:00,0.0,0.351,0.649,BBCWorld,Success story https://t.co/siyZ4kxTvf,39
139,0.0,2017-09-17 23:35:26+00:00,0.0,1.0,0.0,BBCWorld,State in the making? https://t.co/Xzt51rK27W,40
140,0.0,2017-09-17 23:32:41+00:00,0.0,1.0,0.0,BBCWorld,Trump at UN General Assembly: Three key points https://t.co/RPKGeL1KGO,41
141,-0.5719,2017-09-17 23:22:07+00:00,0.649,0.351,0.0,BBCWorld,Tackling hate https://t.co/RMgUIWprc7,42
142,0.0,2017-09-17 23:16:25+00:00,0.0,1.0,0.0,BBCWorld,BBC launches services for Ethiopia and Eritrea https://t.co/wdqMychWiw,43
143,0.0,2017-09-17 23:13:26+00:00,0.0,1.0,0.0,BBCWorld,European live animal trade raises major welfare concerns https://t.co/5zYp8Z600r,44
144,-0.4019,2017-09-17 23:10:38+00:00,0.328,0.48,0.192,BBCWorld,Mexican women march to highlight anti-female violence https://t.co/2vYMHnwXXx,45
145,0.0,2017-09-17 22:59:18+00:00,0.0,1.0,0.0,BBCWorld,"Engineers relocate 2,000-tonne Shanghai temple hall https://t.co/RRrMeD1xFr",46
146,0.0,2017-09-17 21:11:20+00:00,0.0,1.0,0.0,BBCWorld,Caribbean islands prepare for Hurricane Maria https://t.co/LY6XEdvTKC,47
147,0.9001,2017-09-17 19:46:12+00:00,0.0,0.294,0.706,BBCWorld,Toronto Film Festival: 'Three Billboards' wins top prize https://t.co/8Pqw8BmpQK,48
148,0.0,2017-09-17 19:46:10+00:00,0.0,1.0,0.0,BBCWorld,US says it is considering closing its embassy in Cuba https://t.co/DYJJPSWmh7,49
149,0.0,2017-09-17 17:34:26+00:00,0.0,1.0,0.0,BBCWorld,"Paris climate deal: Trump open to staying in, Tillerson says https://t.co/067LeFXNxE",50
150,0.0,2017-09-17 16:22:35+00:00,0.0,1.0,0.0,BBCWorld,"RT @bbcweather: Tropical storm #Maria will soon be a #hurricane, landfall expected #Martinique or #Dominica Monday night with gusts over 10…",51
151,-0.743,2017-09-17 16:16:12+00:00,0.474,0.526,0.0,BBCWorld,"Rohingya crisis: No compromising, says Myanmar army chief https://t.co/zT6vd49dWU",52
152,-0.4767,2017-09-17 16:16:12+00:00,0.313,0.687,0.0,BBCWorld,Denmark men's team offer wages to women after pay dispute https://t.co/fYGwhKFnTD,53
153,0.34,2017-09-17 15:56:41+00:00,0.0,0.821,0.179,BBCWorld,Serbia's gay PM is first in region to attend pride parade https://t.co/NG8kAA983d,54
154,0.6249,2017-09-17 15:41:57+00:00,0.0,0.796,0.204,BBCWorld,"RT @BBCSport: A great gesture.

Denmark's men's football team have offered the women's side £60,000 a year.

https://t.co/L53JN2l3fE https:…",55
155,-0.7579,2017-09-17 14:48:34+00:00,0.481,0.519,0.0,BBCWorld,France acid attack: US tourists assaulted in Marseille https://t.co/Q0Z8PLRFUS,56
156,-0.4767,2017-09-17 14:00:20+00:00,0.17,0.747,0.083,BBCWorld,"RT @BBCHARDtalk: Aung San Suu Kyi has ""last chance"" to reverse the Rohingya crisis in Myanmar, UN Secretary-General @antonioguterres tells…",57
157,-0.0258,2017-09-17 13:17:37+00:00,0.237,0.534,0.229,BBCWorld,Hong Kong: Man dies at haunted house attraction https://t.co/IWsADie9Ck,58
158,-0.6249,2017-09-17 13:14:37+00:00,0.362,0.638,0.0,BBCWorld,Did Taiwan police and paramedics leave migrant worker to die? https://t.co/Q8GUSAHg9M,59
159,-0.3182,2017-09-17 13:05:28+00:00,0.223,0.777,0.0,BBCWorld,North Korea: South Korea sees fall in defectors https://t.co/oBviOWhghm,60
160,-0.7717,2017-09-17 12:36:53+00:00,0.427,0.573,0.0,BBCWorld,Syria war: Russia denies hitting SDF force in Deir al-Zour https://t.co/81iNfww0p9,61
161,-0.6114,2017-09-17 12:08:09+00:00,0.266,0.734,0.0,BBCWorld,"RT @BBCSport: It's chaos on the opening lap!

👉 https://t.co/rBochQx5Pa #bbcf1 #SingaporeGP https://t.co/GWRZsacJYz",62
162,0.7351,2017-09-17 12:02:30+00:00,0.0,0.693,0.307,BBCWorld,"RT @bbcgetinspired: Interesting stuff...

The fascinating journey of athletes who 'bounce back' after pregnancy.

Read: https://t.co/itzggU…",63
163,0.1779,2017-09-17 11:11:04+00:00,0.165,0.609,0.226,BBCWorld,Ryanair cancels flights after 'messing up' pilot holidays https://t.co/kfY5iUCBPq,64
164,-0.7269,2017-09-17 11:02:41+00:00,0.234,0.766,0.0,BBCWorld,"RT @BBCNewsnight: ""We learned that Americans are our primary enemies"" - North Korea defector Hyeonseo Lee describes how she was taught to h…",65
165,-0.4767,2017-09-17 10:23:41+00:00,0.119,0.881,0.0,BBCWorld,RT @BBCSteveR: The Russian army takes us to Deir al-Zour after a 3-year long IS siege of the city is broken. Camera Anton Chicherov Produce…,66
166,-0.4389,2017-09-17 09:48:48+00:00,0.138,0.862,0.0,BBCWorld,"RT @BBCSport: 118-110!

There were boos when it was announced.

Golovkin v Saul 'Canelo' Alvarez - it was a memorable fight.
https://t.co/V…",67
167,0.6808,2017-09-17 09:48:29+00:00,0.0,0.682,0.318,BBCWorld,Donald Trump supporters gather for a rally in Washington DC to 'defend American values' https://t.co/WVGe6mX2OX,68
168,0.0,2017-09-17 08:38:36+00:00,0.0,1.0,0.0,BBCWorld,Pakistan by-election: Sharif family contests Lahore seat https://t.co/JTCLGqQpaW,69
169,-0.4939,2017-09-17 08:31:42+00:00,0.144,0.856,0.0,BBCWorld,"RT @BBCNews: ""It is pure speculation"" - UK Home Secretary Amber Rudd on Donald Trump's tweets about London Tube bomb https://t.co/ZDRX8oBjS…",70
170,0.0,2017-09-17 05:26:25+00:00,0.0,1.0,0.0,BBCWorld,Hamas seeks new talks with rivals Fatah https://t.co/BcP1eLSwbS,71
171,-0.4767,2017-09-17 04:35:25+00:00,0.291,0.567,0.142,BBCWorld,Rohingya crisis: 'Last chance' for Aung San Suu Kyi https://t.co/jaZb6M3dyw,72
172,-0.6249,2017-09-17 01:43:15+00:00,0.383,0.479,0.138,BBCWorld,St Louis police killing: Fresh protest breaks out in city https://t.co/b8mYBSuJsG,73
173,0.2263,2017-09-17 01:37:28+00:00,0.217,0.457,0.326,BBCWorld,Pro-Trump rally: 'The value of free speech is under assault' https://t.co/3Cn8GGY4nX,74
174,-0.4215,2017-09-17 00:49:39+00:00,0.219,0.781,0.0,BBCWorld,Paris climate deal: US denies it will stay in accord https://t.co/yWPfaB52X4,75
175,0.0,2017-09-16 23:25:06+00:00,0.0,1.0,0.0,BBCWorld,Your pictures https://t.co/Qylg8RK3Cx,76
176,-0.8126,2017-09-16 23:08:13+00:00,0.787,0.213,0.0,BBCWorld,Cold War crime https://t.co/IOeNCvHicg,77
177,0.0,2017-09-16 21:36:49+00:00,0.0,1.0,0.0,BBCWorld,'Not a gang' https://t.co/WZLVuKn8NA,78
178,-0.8316,2017-09-16 20:27:31+00:00,0.557,0.443,0.0,BBCWorld,Kuala Lumpur school fire: Seven arrests after fatal blaze https://t.co/WYMOi6ERI4,79
179,-0.25,2017-09-16 19:28:36+00:00,0.2,0.8,0.0,BBCWorld,Ukraine: Parents protest against deaths at children's camp https://t.co/pzsCKubBwZ,80
180,-0.6486,2017-09-16 17:55:12+00:00,0.35,0.65,0.0,BBCWorld,Narcos location scout shot dead in central Mexico https://t.co/Wldi17iKie,81
181,-0.0772,2017-09-16 16:17:19+00:00,0.161,0.699,0.14,BBCWorld,RT @BBCPeterHunt: BBC News - Buckingham Palace plays down 'power struggle' claims https://t.co/Fzsx0UKmLv,82
182,-0.1513,2017-09-16 15:51:45+00:00,0.097,0.834,0.069,BBCWorld,RT @BBCNewsEnts: Madonna reflects on one of the most controversial moments of her career - part of our exclusive interview. https://t.co/y1…,83
183,-0.6486,2017-09-16 15:47:09+00:00,0.444,0.397,0.159,BBCWorld,DR Congo security forces shoot dead Burundi 'refugees' https://t.co/CMMwwrIFGW,84
184,-0.4404,2017-09-16 15:05:08+00:00,0.162,0.838,0.0,BBCWorld,"Scared koala survives a 16km ride clinging to the axle of a four-wheel drive in Australia 🐨

https://t.co/3yn8CEDSU6 https://t.co/3GHbFMWaF9",85
185,-0.4404,2017-09-16 14:52:06+00:00,0.367,0.633,0.0,BBCWorld,Zanzibar arrests 20 over homosexuality https://t.co/tbSmdjdvqP,86
186,-0.8481,2017-09-16 14:35:17+00:00,0.568,0.432,0.0,BBCWorld,St Louis police killing: 30 arrests after acquittal protests https://t.co/HBEzlrCLfw,87
187,0.0,2017-09-16 13:45:10+00:00,0.0,1.0,0.0,BBCWorld,Koala 'hitches' ride under car wheel arch https://t.co/Ax2MEvFU7V,88
188,0.4939,2017-09-16 13:42:00+00:00,0.0,0.738,0.262,BBCWorld,Five Fingers for Marseilles hits Toronto International Film Festival https://t.co/Q6AQ87NQYI,89
189,0.0,2017-09-16 12:38:57+00:00,0.0,1.0,0.0,BBCWorld,Catalonia referendum: Separatists rally around mayors in Barcelona https://t.co/7u9On7K42B,90
190,-0.4215,2017-09-16 11:54:26+00:00,0.259,0.741,0.0,BBCWorld,Slender Man stabbing: Anissa Weier found mentally ill https://t.co/ZFAzwyzEe1,91
191,0.0,2017-09-16 11:54:24+00:00,0.0,1.0,0.0,BBCWorld,"Koala survives 16km ride behind car wheel in Adelaide, Australia https://t.co/gE6jMFx7rh",92
192,-0.4215,2017-09-16 11:54:24+00:00,0.306,0.522,0.172,BBCWorld,Rohingya crisis: Bangladesh plans huge camps for refugees https://t.co/BdO4EkfBpw,93
193,0.0,2017-09-16 10:42:41+00:00,0.0,1.0,0.0,BBCWorld,"Cult actor Harry Dean Stanton, who appeared in films including Alien, Repo Man and Paris, Texas, dies aged 91… https://t.co/lHFajk00Ku",94
194,0.0,2017-09-16 10:38:17+00:00,0.0,1.0,0.0,BBCWorld,Irma: Apocalypse and the aftermath https://t.co/MQrrbsYu4x,95
195,0.0,2017-09-16 10:38:15+00:00,0.0,1.0,0.0,BBCWorld,Berlin's Urban Nation museum hails graffiti as art from https://t.co/yi2BsCbZIM,96
196,-0.25,2017-09-16 10:38:15+00:00,0.167,0.833,0.0,BBCWorld,Ryanair to cancel 40-50 flights per day for six weeks https://t.co/e4wloJJ0I7,97
197,0.3818,2017-09-16 10:38:15+00:00,0.0,0.776,0.224,BBCWorld,Equifax data breach: Credit rating firm replaces key staff https://t.co/o6zF83vIr1,98
198,0.0,2017-09-16 10:38:15+00:00,0.0,1.0,0.0,BBCWorld,What is behind clashes in Ethiopia's Oromia and Somali regions? https://t.co/3jMEiKqBgu,99
199,0.0,2017-09-16 10:38:14+00:00,0.0,1.0,0.0,BBCWorld,Henry the hippo reunites with his baby Fiona https://t.co/8BE3oZRr2S,100
200,0.34,2017-09-18 13:01:01+00:00,0.0,0.794,0.206,CBSNews,Senate expected to pass $700 billion defense policy bill that in part expands missile defense in response to N Kore… https://t.co/qka5g8aJwD,1
201,0.296,2017-09-18 12:47:44+00:00,0.0,0.885,0.115,CBSNews,.@KHOU reporter Brandi Smith led first responders to a stranded semi-truck driver during Harvey. She shares their r… https://t.co/btXMTHAQc1,2
202,0.7245,2017-09-18 12:46:34+00:00,0.0,0.694,0.306,CBSNews,"“There’s a slight sigh of relief because you don’t feel so absolutely responsible all the time,” @laurawbush says o… https://t.co/NRSC48IiSF",3
203,0.0,2017-09-18 12:46:34+00:00,0.0,1.0,0.0,CBSNews,"RT @CBSThisMorning: What is your message to other first ladies?
“Come with what you know,” says @Laurawbush https://t.co/9Fn4vdlPic",4
204,0.0,2017-09-18 12:43:13+00:00,0.0,1.0,0.0,CBSNews,"“It was a way to bring attention to...the way women were treated,” @laurawbush says on U.S-Afghan Women's council https://t.co/78fd4zodbA",5
205,-0.5574,2017-09-18 12:41:00+00:00,0.159,0.841,0.0,CBSNews,"U.S. flew warplanes over Korean Peninsula in drills with S. Korea &amp; Japan, 3 days after N. Korea fired missile… https://t.co/0UcOwOC5N0",6
206,0.0,2017-09-18 12:39:11+00:00,0.0,1.0,0.0,CBSNews,“Many of the First Ladies around the world I know were business women already...and can bring a lot to their countr… https://t.co/8j58QTGmX9,7
207,0.0,2017-09-18 12:36:47+00:00,0.0,1.0,0.0,CBSNews,"Former First Lady Laura Bush wants world leaders' spouses to realize their power. On @CBSThisMorning, she discusses… https://t.co/QaNW0duMak",8
208,0.0,2017-09-18 12:33:54+00:00,0.0,1.0,0.0,CBSNews,Here is a look at some of today's headlines on @CBSThisMorning: https://t.co/CKXbtcOxzq,9
209,0.0,2017-09-18 12:29:49+00:00,0.0,1.0,0.0,CBSNews,"Former First Lady @laurawbush is in the @CBSThisMorning greenroom. Ahead, she will discuss her mission to empower… https://t.co/7dfnOEmXYV",10
210,0.0,2017-09-18 12:23:23+00:00,0.0,1.0,0.0,CBSNews,New England Patriots quarterback Tom Brady tells @NorahODonnell his performance at age 40 is due to a unique fitnes… https://t.co/XsQ3k7eF3c,11
211,-0.6705,2017-09-18 12:21:01+00:00,0.208,0.792,0.0,CBSNews,Hundreds of officers in full riot gear respond to a 3rd day of protests in St. Louis and more than 80 were arrested… https://t.co/91MOc8A6rd,12
212,0.0,2017-09-18 12:20:22+00:00,0.0,1.0,0.0,CBSNews,Tom Brady says he has staying power in the NFL. Ahead on @CBSThisMorning: what he reveals to @NorahODonnell about p… https://t.co/vh4w9rUm7f,13
213,0.624,2017-09-18 12:13:01+00:00,0.0,0.823,0.177,CBSNews,"Ray Dalio is the found of one of the world’s most successful hedge funds, Bridgewater. He joins @CBSThisMorning to… https://t.co/QQ9mCjA77x",14
214,0.0258,2017-09-18 12:09:10+00:00,0.106,0.783,0.111,CBSNews,"AHEAD: Ray Dalio, founder of the world’s largest hedge fund joins @CBSThisMorning to discuss how giving critical fe… https://t.co/RLLCcbmqYB",15
215,0.6115,2017-09-18 12:04:48+00:00,0.0,0.826,0.174,CBSNews,History was made at the Emmys. Julia Louis-Dreyfus holds the record for most wins by a performer in a single role… https://t.co/7uqhwgIs5D,16
216,0.0,2017-09-18 12:04:00+00:00,0.0,1.0,0.0,CBSNews,"Pres. Trump starts a week of meetings today at the UN General Assembly, and he will address the assembly Tuesday fo… https://t.co/jlClz71o2l",17
217,-0.7506,2017-09-18 12:01:01+00:00,0.262,0.738,0.0,CBSNews,Georgia Tech student fatally shot by campus police Saturday after they say the student refused to put down a knife… https://t.co/Wklh5B1Bts,18
218,0.5106,2017-09-18 11:54:51+00:00,0.0,0.845,0.155,CBSNews,AHEAD on @CBSThisMorning: How television is breaking barriers and the message from some of the Emmy honorees about… https://t.co/5c4gzSFzvb,19
219,0.5719,2017-09-18 11:49:36+00:00,0.0,0.793,0.207,CBSNews,"40-year-old Tom Brady may be playing better than athletes half his age. Ahead on @CBSThisMorning, Brady opens up to… https://t.co/x3m2RtjW3k",20
220,0.4019,2017-09-18 11:45:24+00:00,0.0,0.87,0.13,CBSNews,Six people returned from a simulated mission on Mars. The crew spent 8 months on an active volcano in Hawaii… https://t.co/FCgfmjF5dP,21
221,0.6597,2017-09-18 11:41:01+00:00,0.0,0.748,0.252,CBSNews,"In surprise Emmy moment, Former White House spokesman Sean Spicer pokes fun at inauguration crowd size claims… https://t.co/FfMEF5NyCS",22
222,0.0,2017-09-18 11:39:26+00:00,0.0,1.0,0.0,CBSNews,A NATO military leader is raising new concerns about Russia’s massive military exercise underway in Eastern Europe… https://t.co/4ZxaTDNTfo,23
223,0.0,2017-09-18 11:38:33+00:00,0.0,1.0,0.0,CBSNews,Four American college students studying abroad are recovering after being sprayed by acid in France… https://t.co/Jr0s7Y9gdV,24
224,0.0,2017-09-18 11:35:23+00:00,0.0,1.0,0.0,CBSNews,Georgia investigators are looking into a deadly police shooting on the Georgia Tech campus https://t.co/mShj3sAfwT https://t.co/30y3n7YYHt,25
225,0.0,2017-09-18 11:34:39+00:00,0.0,1.0,0.0,CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/OQB12hT61n,26
226,0.7184,2017-09-18 11:33:45+00:00,0.0,0.75,0.25,CBSNews,Two top executives are out at Equifax after the massive data breach of personal information of 143 million people… https://t.co/wRYj8M6hBi,27
227,0.0,2017-09-18 11:26:54+00:00,0.0,1.0,0.0,CBSNews,AHEAD on @CBSThisMorning: What NASA learned after a group of people spent 8 months in Hawaii on a simulated mission… https://t.co/41en4fFzxI,28
228,0.0,2017-09-18 11:23:07+00:00,0.0,1.0,0.0,CBSNews,The Emmys were infused with politics &amp; references to the president. Ethnic &amp; racial diversity were also highlighted… https://t.co/9pWjaToWS7,29
229,0.101,2017-09-18 11:20:01+00:00,0.103,0.778,0.119,CBSNews,"HBO's ""Big Little Lies"" stars Nicole Kidman, Reese Witherspoon &amp; Laura Dern focus on better roles for women at Emmy… https://t.co/kGTksHdBJb",30
230,-0.2263,2017-09-18 11:19:54+00:00,0.095,0.905,0.0,CBSNews,Newly released video appears to show a suspected bomber holding a bag similar to one found on the London subway… https://t.co/UdZCu6rhAu,31
231,-0.7096,2017-09-18 11:15:04+00:00,0.282,0.718,0.0,CBSNews,Police in St. Louis arrested dozens of people overnight as a third day of protesting turned violent… https://t.co/CI5ocZfvCC,32
232,0.0,2017-09-18 11:13:26+00:00,0.0,1.0,0.0,CBSNews,All of the Florida Keys are now open to residents &amp; business owners for the first time since they were evacuated… https://t.co/S2i1Pl5fyG,33
233,0.0,2017-09-18 11:11:49+00:00,0.0,1.0,0.0,CBSNews,.@LissetteCBS4 of @CBSMiami has more on the hurricane forecast for @CBSThisMorning https://t.co/IsRL8Luz7h,34
234,-0.7845,2017-09-18 11:08:52+00:00,0.277,0.723,0.0,CBSNews,A new hurricane threat is forming in the Atlantic &amp; could be bad news for Caribbean islands recovering from Irma… https://t.co/g2aPYbSjg8,35
235,0.0,2017-09-18 11:05:43+00:00,0.0,1.0,0.0,CBSNews,"North Korea’s nuclear program is the focus at the UN, where Pres. Trump starts a weeklong series of meetings Monday… https://t.co/oca6NZ5OkL",36
236,0.0,2017-09-18 10:55:01+00:00,0.0,1.0,0.0,CBSNews,COMING UP on @CBSThisMorning: @Patriots superstar quarterback Tom Brady opens up to @NorahODonnell. Tune in at 7am… https://t.co/JiO10fp648,37
237,0.0,2017-09-18 10:35:07+00:00,0.0,1.0,0.0,CBSNews,AHEAD on @CBSThisMorning at 7am E.T.: @laurawbush discusses Global First Ladies &amp; @BrandiKHOU reunites with the man… https://t.co/qASiUh8hKY,38
238,0.0,2017-09-18 10:16:29+00:00,0.0,1.0,0.0,CBSNews,"RT @CBSThisMorning: THIS MORNING:
📖|@RayDalio on new book
💭|@laurawbush on Global First Ladies
🌀|@ brandikhou  #Harvey reunion
📺|7AM ET",39
239,0.0,2017-09-18 10:03:03+00:00,0.0,1.0,0.0,CBSNews,"Police release surveillance video of Kenneka Jenkins, teen found in freezer https://t.co/Y8rb3liWTE https://t.co/pvSVI3OyyB",40
240,0.0,2017-09-18 09:48:04+00:00,0.0,1.0,0.0,CBSNews,Residents of the southern Florida Keys start to return home after Irma https://t.co/LOAZ2D7io5 https://t.co/ef46DfSHWo,41
241,-0.5994,2017-09-18 09:33:06+00:00,0.245,0.755,0.0,CBSNews,"Narcos' location scout shot to death in Mexico, local media reports https://t.co/Qs2Gew0RKM https://t.co/iNH1NlgnT3",42
242,0.0,2017-09-18 09:18:07+00:00,0.0,1.0,0.0,CBSNews,"Nikki Haley slams North Korea's ""reckless"" behavior https://t.co/dk7KtHZAr7 https://t.co/Md5rGs35Iz",43
243,-0.3612,2017-09-18 09:03:04+00:00,0.185,0.815,0.0,CBSNews,"Sports car strikes crowd of people in Boise, injuring 11 https://t.co/2HdNUq8nVc https://t.co/uudCrS7hxc",44
244,0.765,2017-09-18 08:48:04+00:00,0.0,0.577,0.423,CBSNews,Here's the entire list of 2017 Emmy Award winners https://t.co/vJZkIQSNNn https://t.co/DdJx6XMZZ9,45
245,0.6369,2017-09-18 08:33:05+00:00,0.0,0.682,0.318,CBSNews,Rules of writing from an international best seller https://t.co/hKJMj5nwN5 https://t.co/xL1NmhIb0P,46
246,0.0,2017-09-18 08:18:07+00:00,0.0,1.0,0.0,CBSNews,Patriots quarterback Tom Brady says Colin Kaepernick deserves another shot in the NFL https://t.co/Nhxj7Vnj7V https://t.co/gE8q6tsjCg,47
247,-0.6705,2017-09-18 08:03:05+00:00,0.333,0.667,0.0,CBSNews,UK police arrest 2nd man in connection with London subway attack https://t.co/MnnchxfKjp https://t.co/ebDRiXzHwP,48
248,-0.4588,2017-09-18 07:48:05+00:00,0.188,0.812,0.0,CBSNews,Four American college students recovering after being attacked with acid in Marseille https://t.co/nQxWPj4pAF https://t.co/wZvi1JWTBo,49
249,-0.2023,2017-09-18 07:33:04+00:00,0.141,0.859,0.0,CBSNews,Pres. Trump to visit Alabama to campaign for Luther Strange https://t.co/JvGkYMG5tk https://t.co/N3m3mKsD8M,50
250,0.0,2017-09-18 07:18:07+00:00,0.0,1.0,0.0,CBSNews,Why a Facebook warrant could signal a turning point in Mueller's investigation https://t.co/tTs1i330We https://t.co/OGNhxQLz45,51
251,0.4767,2017-09-18 07:03:03+00:00,0.0,0.728,0.272,CBSNews,Exclusive culinary tour aims to school food industry leaders on innovation https://t.co/FV4WdaPchB https://t.co/j1suCFKA1H,52
252,-0.1531,2017-09-18 06:48:05+00:00,0.257,0.526,0.217,CBSNews,Disability backlog tops 1M; thousands die on waitlist https://t.co/ohArbAeL0z https://t.co/XU2WvV5HwZ,53
253,-0.5423,2017-09-18 06:35:00+00:00,0.234,0.766,0.0,CBSNews,On video: St. Louis police car backs toward protesters after arrest of someone police say had thrown rocks at them https://t.co/2xzdbniuP4,54
254,0.0,2017-09-18 06:33:04+00:00,0.0,1.0,0.0,CBSNews,White House to host Historically Black Colleges and Universities Summit Monday https://t.co/IbMNmYJHHx https://t.co/xrKg4WQluq,55
255,0.0,2017-09-18 06:18:07+00:00,0.0,1.0,0.0,CBSNews,"Ex-British spy on leading a ""double life"" as a famous author https://t.co/nKjjLXYvn8 https://t.co/r0jO5HcI5i",56
256,-0.8316,2017-09-18 06:03:05+00:00,0.394,0.606,0.0,CBSNews,"""Vietnam War"" directors on ""credibility gap"" of American presidents during the war https://t.co/UC4P635Cdn https://t.co/IgQzKIxF4S",57
257,-0.802,2017-09-18 05:48:04+00:00,0.444,0.556,0.0,CBSNews,NASCAR driver killed in small plane crash in Connecticut https://t.co/2LVlBT78Dd https://t.co/jsyh2J9BHY,58
258,-0.4767,2017-09-18 05:33:10+00:00,0.256,0.744,0.0,CBSNews,Bee attack near L.A. sends two to hospital https://t.co/0mEpR4VJfb https://t.co/RLvaSVvABc,59
259,-0.25,2017-09-18 05:18:06+00:00,0.222,0.611,0.167,CBSNews,Baton Rouge police say murders of 2 black men likely racially motivated https://t.co/2AdIDSAEgW https://t.co/C3uGKzpWOs,60
260,0.0,2017-09-18 05:03:05+00:00,0.0,1.0,0.0,CBSNews,Report describes Facebook's viewpoint amid Russia investigation https://t.co/8LQcWbyQLu https://t.co/fMmmaZsjS8,61
261,0.0,2017-09-18 04:48:04+00:00,0.0,1.0,0.0,CBSNews,"Billie Jean King's victories, on and off the court https://t.co/KnVMTi9wGn https://t.co/ElSdrzWw5f",62
262,-0.25,2017-09-18 04:33:05+00:00,0.222,0.611,0.167,CBSNews,Baton Rouge police say murders of 2 black men likely racially motivated https://t.co/jggoIa5TI2 https://t.co/BuqernKeue,63
263,0.0,2017-09-18 04:18:06+00:00,0.0,1.0,0.0,CBSNews,"Pres. Trump takes on North Korea, Hillary Clinton in series of tweets https://t.co/baV8o8snao https://t.co/0GrLg3yM6a",64
264,0.0,2017-09-18 04:03:04+00:00,0.0,1.0,0.0,CBSNews,Buying into the evolution of smartphones https://t.co/0eqlPZE7mv https://t.co/eb9kPDbXpK,65
265,0.4404,2017-09-18 03:48:03+00:00,0.0,0.734,0.266,CBSNews,Madonna's song of hope for Malawi's children https://t.co/UbVT0aWLeb https://t.co/rThcJZ5tlS,66
266,-0.765,2017-09-18 03:33:04+00:00,0.398,0.602,0.0,CBSNews,Georgia Tech police fatally shoot 21-year-old college student with knife https://t.co/fZNLUjZCLg https://t.co/KFgI0UqMox,67
267,0.0,2017-09-18 03:18:05+00:00,0.0,1.0,0.0,CBSNews,"Secretary of State Rex Tillerson says Pres. Trump open to staying in Paris climate accord under ""right conditions""… https://t.co/FIsFgCfkT5",68
268,-0.5994,2017-09-18 03:03:04+00:00,0.245,0.755,0.0,CBSNews,"Narcos' location scout shot to death in Mexico, local media reports https://t.co/Q7ZrlA7P6a https://t.co/e0zFGDKRAG",69
269,0.0,2017-09-18 02:48:05+00:00,0.0,1.0,0.0,CBSNews,Fibromyalgia: What to know about Lady Gaga's chronic condition https://t.co/8ndBU2dWvj https://t.co/8KE1KnZIvR,70
270,0.0,2017-09-18 02:33:05+00:00,0.0,1.0,0.0,CBSNews,Why a Facebook warrant could signal a turning point in Mueller's investigation https://t.co/ZXgYO0xg9Z https://t.co/Gz6wzpCBmk,71
271,-0.4588,2017-09-18 02:18:05+00:00,0.231,0.769,0.0,CBSNews,"Tom Brady at 40, and still beating the clock https://t.co/9qCozH7xgZ https://t.co/5mABqbZuO1",72
272,0.0,2017-09-18 02:03:04+00:00,0.0,1.0,0.0,CBSNews,"Nikki Haley slams North Korea's ""reckless"" behavior https://t.co/Mu14PBkbvB https://t.co/lEBTFCq13P",73
273,-0.4588,2017-09-18 01:48:05+00:00,0.188,0.812,0.0,CBSNews,Four American college students recovering after being attacked with acid in Marseille https://t.co/iZObQQ5moM https://t.co/gU9onYvQmD,74
274,0.0,2017-09-18 01:33:05+00:00,0.0,1.0,0.0,CBSNews,Tom Brady says Colin Kaepernick deserves a shot in the NFL https://t.co/1aLl7kSUO9 https://t.co/6p9PI3X5KS,75
275,0.5106,2017-09-18 01:18:06+00:00,0.0,0.708,0.292,CBSNews,Honoring the chief carver of Mount Rushmore https://t.co/VJCuihm8xX https://t.co/weOabynfQL,76
276,-0.1531,2017-09-18 01:03:05+00:00,0.257,0.526,0.217,CBSNews,Disability backlog tops 1M; thousands die on waitlist https://t.co/E6OcnDWKSH https://t.co/A905GPjmcO,77
277,0.0,2017-09-18 00:48:04+00:00,0.0,1.0,0.0,CBSNews,"Ex-British spy on leading a ""double life"" as a famous author https://t.co/eCiz64eijg https://t.co/olj1BEFlRA",78
278,-0.8271,2017-09-18 00:33:05+00:00,0.521,0.479,0.0,CBSNews,"Mark Bowden on Vietnam War's ""tragic and meaningless waste"" https://t.co/Oi1E7X1Yzp https://t.co/5amsEZ0Dzj",79
279,0.0,2017-09-18 00:18:06+00:00,0.0,1.0,0.0,CBSNews,Surveillance footage released from Illinois hotel where Kenneka Jenkins' body was discovered in a freezer… https://t.co/Yhn7KtY8Cz,80
280,0.0,2017-09-18 00:03:04+00:00,0.0,1.0,0.0,CBSNews,Residents of the southern Florida Keys will start to return home after Irma https://t.co/2AYz7DMpXI https://t.co/6OL0kjI7ZU,81
281,0.0,2017-09-17 23:48:05+00:00,0.0,1.0,0.0,CBSNews,"Thousands of Houston firefighters told to stay home during Harvey, union says https://t.co/OQvIazM2KI https://t.co/2ZKGudSGQH",82
282,-0.8271,2017-09-17 23:33:04+00:00,0.521,0.479,0.0,CBSNews,"Mark Bowden on Vietnam War's ""tragic and meaningless waste"" https://t.co/JOaVFo1YPG https://t.co/NTme8ADnKp",83
283,0.0,2017-09-17 23:18:06+00:00,0.0,1.0,0.0,CBSNews,"Pres. Trump takes on North Korea, Hillary Clinton in series of tweets https://t.co/Gkn2UTy4mx https://t.co/2aFMQr13to",84
